Index,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Pages,Num Pages,Issue,Volume,Notes,Manual Tags
853,conferencePaper,2011,"Talbot, Christine",Virtual Companions and Friends,Proceedings of the 49th Annual Southeast Regional Conference,978-1-4503-0686-7,,10.1145/2016039.2016146,http://doi.acm.org/10.1145/2016039.2016146,356–357,,,,D1,companion; friend; virtual human
854,journalArticle,2001,"Lewin, D. I.",Why is that computer laughing?,IEEE Intelligent Systems,,1541-1672,10.1109/5254.956086,,79–81,,5,16,D1,AI researchers; artificial intelligence; artificial intelligences; Computer displays; face detection; facial animation; human emotional interactions; human emotions; human factors; human machine interactive systems; human robot interaction; intelligent agent; intelligent agents; intelligent robots; intelligent systems; interactive systems; learning; mobile robots; reasoning; robots; user modelling; user moods; wearable computers
855,conferencePaper,2006,"Nkambou, R.",A Framework for Affective Intelligent Tutoring Systems,2006 7th International Conference on Information Technology Based Higher Education and Training,,,10.1109/ITHET.2006.339720,,nil2–nil8,,,,D2,affective intelligent tutoring systems; affective response; content planning; context; cultural differences; decision making; education; emotional agent; emotional management; emotion recognition; face; Humans; intelligent systems; intelligent tutoring systems; mood; Multimodal Perception; speech; Strategic planning; student emotion; student modeling; teaching; tutoring dialogue; Tutoring Feedback; user modelling
856,conferencePaper,2004,"Kozima, H.; Nakagawa, C.; Kawai, N.; Kosugi, D.; Yano, Y.",A humanoid in company with children,"4th IEEE/RAS International Conference on Humanoid Robots, 2004.",,,10.1109/ICHR.2004.1442138,,470–477 Vol. 1,,,1,D2,attentive interaction; autism; autistic children; Cognitive robotics; Communications technology; emotional interaction; eyes; face detection; facial expressions; humanoid robots; Humans; Infanoid; Information science; man-machine systems; medical control systems; mood; normal children; paediatrics; playful interaction; psychological investigation; psychology; remedial services; service robots; social communications; upper-torso humanoid robot
857,conferencePaper,2008,"López, V.; Eisman, E. M.; Castro, J. L.",A Tool for Training Primary Health Care Medical Students: The Virtual Simulated Patient,2008 20th IEEE International Conference on Tools with Artificial Intelligence,,,10.1109/ICTAI.2008.50,,194–201,,,2,D2,artificial intelligence; biomedical education; computational modeling; computer based training; Computer Simulation; conversational agent; dialogue management; diseases; domain knowledge; educational courses; embodied conversational agent; emotional state control; health care; medical computing; Medical diagnostic imaging; Medical services; Medical simulation; Medical Students Training; mood; natural language; natural language generation; natural language processing; natural languages; natural language understanding; ontologies (artificial intelligence); ontology; patient simulation; primary health care medical students; semantic language; software agents; Telecommunications; training; virtual reality; virtual simulated patient
858,conferencePaper,2012,"Ammor, F. Z.; Bouzidi, D.; Elomri, A.",An automatic and customized support based on artificial ants,2012 Colloquium in Information Science and Technology,,,10.1109/CIST.2012.6388055,,10–15,,,,D2,adaptation; apprenticeship system; artificial ant; artificial ants; behavior; bioinformatics; Classification; Classification algorithms; distance learning; dynamic aspect; e-Learning; evolutionary aspect; Genomics; Intelligent Tutoring System; intelligent tutoring systems; learner classification; learner profile; learning; Monitoring; pattern classification; personal constraint; professional aspects; professional constraint; training; tutoring; Vectors
859,conferencePaper,2015,"Arguedas, M.; Xhafa, F.; Daradoumis, T.; Caballe, S.",An Ontology about Emotion Awareness and Affective Feedback in Elearning,2015 International Conference on Intelligent Networking and Collaborative Systems,,,10.1109/INCoS.2015.78,,156–163,,,,D2,affective feedback; affective phenomena; Analytical models; APT; behavioural sciences computing; collaborative learning; collaborative learning environment; collaborative work; computational modeling; computer aided instruction; context; effective emotion management; e-Learning; e-learning environments; Electronic learning; emotion awareness; event-condition-action rule system; mood; ontologies; ontologies (artificial intelligence); ontology; virtual affective pedagogical tutor
860,conferencePaper,2002,"Wada, K.; Shibata, T.; Saito, T.; Tanie, K.",Analysis of factors that bring mental effects to elderly people in robot assisted activity,IEEE/RSJ International Conference on Intelligent Robots and Systems,,,10.1109/IRDS.2002.1043887,,1152–1157 vol.2,,,2,D2,Animals; elderly people; geriatrics; Hospitals; human robot interaction; intelligent robots; Medical services; Medical treatment; mental commit robots; Pediatrics; pet robots; physiological effects; psychological effects; psychology; robots; Seals; senior citizens; social aspects of automation; social effects
861,conferencePaper,2014,"Addo, I. D.; Ahamed, S. I.","Applying affective feedback to reinforcement learning in ZOEI, a comic humanoid robot",The 23rd IEEE International Symposium on Robot and Human Interactive Communication,,,10.1109/ROMAN.2014.6926289,,423–428,,,,D2,Affect Generation; affective computing; affective content; affective feedback; Collective Intelligence; comic humanoid robot; content selection framework; dialogue systems; emotion recognition; feedback; hri; humanoid robots; Humanoids; human participant emotional state; human-robot interaction; Human-robot interactions; internet of things; learning (artificial intelligence); mood rating; psychology; reinforcement learning; Robot sensing systems; senior citizens; social aspects of automation; standup comedian; ubiquitous computing; ZOEI
862,conferencePaper,2008,"Ruvolo, P.; Movellan, J.",Automatic cry detection in early childhood education settings,2008 7th IEEE International Conference on Development and Learning,,,10.1109/DEVLRN.2008.4640830,,204–208,,,,D2,Acoustic noise; auditory moods; automatic cry detection; behavioural sciences computing; Deafness; early childhood education settings; education; educational robots; emotion recognition; human coders; Humans; learning (artificial intelligence); machine learning; mood; preschool classrooms; Prototypes; Robustness; Working environment noise
863,conferencePaper,2015,"Diaz, Cristina; Del Pobil, Angel Pascual; Garcia, Azucena; Castilla, Diana; Miralles, Ignacio",Body Language for Mood Induction Procedures,Proceedings of the Tenth Annual ACM/IEEE International Conference on Human-Robot Interaction Extended Abstracts,978-1-4503-3318-4,,10.1145/2701973.2702024,http://doi.acm.org/10.1145/2701973.2702024,97–98,,,,D2,human-robot interaction; mood induction procedure
864,conferencePaper,2011,"Mihelj, M.; Novak, D.; Ziherl, J.; Olenšek, A.; Munih, M.",Challenges in biocooperative rehabilitation robotics,2011 IEEE International Conference on Rehabilitation Robotics,,,10.1109/ICORR.2011.5975435,,1–6,,,,D2,autonomic nervous systems; biocooperative control; bio-cooperative control; biocooperative rehabilitation robotics; Biomedical measurement; closed-loop control; critical information; eventual recovery; Force; heart rate; medical robotics; neurophysiology; patient damage; patient rehabilitation; patient state; physiology; psychological states; psychology; psychophysiological measurements; psychophysiology; Rehabilitation robotics; robots; sensory fusion; Skin; strenuous physical activity; Temperature measurement; unmotivated stroke patients
865,conferencePaper,2012,"Yamazaki, T.",Communicative robot interface for the ageing society,2012 12th International Conference on Control Automation Robotics Vision (ICARCV),,,10.1109/ICARCV.2012.6485237,,668–671,,,,D2,ageing society; cognitive aspects; cognitive systems; communication; communicative robot interface; Educational institutions; elder people; geriatrics; human-robot interaction; ICT; information and communication technology; information technology; interactive robot; medical robotics; physical aspects; physical assistance; Robot sensing systems; SD method; semantic differential method; smart home; smart homes; sociology; statistics
866,journalArticle,2016,"Arroyo-Palacios, J.; Slater, M.",Dancing with Physio: A Mobile Game with Physiologically Aware Virtual Humans,IEEE Transactions on Affective Computing,,1949-3045,10.1109/TAFFC.2015.2472013,,326–336,,4,7,D2,activation condition; Atmospheric measurements; behavioural sciences computing; Biofeedback; Biological control systems; Biomedical monitoring; computer games; frenetically dancing characters; games; heart rate; mobile computing; mobile game; mobile game evaluation; mood modulation; Particle measurements; physiological computing; physiological data; physiologically aware virtual humans; physiology; psychophysiological activity; relaxation condition; skin conductance; virtual human characters; virtual reality; virtual reality scenario
867,conferencePaper,2016,"Yuasa, M.; Morimoto, D.",Do You Follow Angel Agent #x2019;s Advice?: A Pilot Study for Decision Making Support by Multiple Animated Agents,2016 Joint 8th International Conference on Soft Computing and Intelligent Systems (SCIS) and 17th International Symposium on Advanced Intelligent Systems (ISIS),,,10.1109/SCIS-ISIS.2016.0185,,853–856,,,,D2,angel characters; animated agent; character; computer animation; decision making; decision support animated agents; demon characters; Ear; Films; Information services; information technology; intelligent systems; mood engineering; multi-agent systems; multiple animated agents; TV; user utterance; utility function
868,conferencePaper,2011,"Valadão, C.; Bastos, T. F.; Bôrtole, M.; Perim, V.; Celino, D.; Rodor, F.; Gonçalves, A.; Ferasoli, H.",Educational robotics as a learning aid for disabled children,ISSNIP Biosignals and Biorobotics Conference 2011,,,10.1109/BRC.2011.5740667,,1–6,,,,D2,child cognitive development; cognition; cognitive development; Computers; disabled children; education; educational robotics; environmental exploration; Glass; handicapped aids; learned helplessness; learning aid; Manipulators; medical robotics; paediatrics; patient care; psychology; Robot sensing systems; social development; social discovery; social exploration; social interaction; Software
869,conferencePaper,2015,"Xu, J.; Broekens, J.; Hindriks, K.; Neerincx, M. A.",Effects of a robotic storyteller's moody gestures on storytelling perception,2015 International Conference on Affective Computing and Intelligent Interaction (ACII),,,10.1109/ACII.2015.7344609,,449–455,,,,D2,affect communication; artificial intelligence; body language; emotion recognition; human-robot interaction; human robot interaction; Legged locomotion; listener rating; mood; mood expression; mood induction process; mood-modulated gesture; parameterized behavior model; parameterized coverbal gesture; parameterized mood expression; robotic storyteller moody gesture; Robot kinematics; robot mood; semantics; social robots; speech; Storytelling; storytelling experience; storytelling perception; task execution
870,conferencePaper,2002,"Wada, K.; Shibata, T.; Saito, T.; Tanie, K.",Effects of robot assisted activity for elderly people at day service center and analysis of its factors,Proceedings of the 4th World Congress on Intelligent Control and Automation (Cat. No.02EX527),,,10.1109/WCICA.2002.1020792,,1301–1305 vol.2,,,2,D2,Animals; day center; elderly people; geriatrics; Hospitals; Humans; intelligent robots; Medical services; Medical treatment; mental commit robots; mood; physical interaction; physiological effects; psychological effects; psychology; robot assisted activity; Robotics and automation; robots; Seals; senior citizens; social effects
871,conferencePaper,2003,"Wada, K.; Shibata, T.; Saito, T.; Tanie, K.",Effects of robot assisted activity to elderly people who stay at a health service facility for the aged,Proceedings 2003 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS 2003) (Cat. No.03CH37453),,,10.1109/IROS.2003.1249302,,2847–2852 vol.3,,,3,D2,aged people; aging; Animals; elderly people; health service facility; Hospitals; human robot interaction; intelligent robots; medical robotics; Medical services; Medical treatment; mental commit robots; mood; physical interaction; physiological effects; profile of mood states; psychological effects; psychology; robot assisted activity; seal robot; Seals; senior citizens; social effects; therapy.; urinary tests
872,journalArticle,2004,"Wada, K.; Shibata, T.; Saito, T.; Tanie, K.",Effects of robot-assisted activity for elderly people and nurses at a day service center,Proceedings of the IEEE,,0018-9219,10.1109/JPROC.2004.835378,,1780–1788,,11,92,D2,Animals; burnout scale; day service center; elderly people; facial illustration; geriatrics; human factors; human robot interaction; human–robot interaction; man-machine systems; medical robotics; Medical services; Mental Commit Robot; mental commit robots; mood; nursing staff; physical interaction; physiological effects; psychological effects; psychology; robot assisted activity; robot-assisted activity; seal robot; Seals; senior citizens; stress measurement; Testing; urinary test
873,conferencePaper,2014,"Görür, O. C.; Erkmen, A. M.",Elastic networks in reshaping human intentions by proactive social robot moves,The 23rd IEEE International Symposium on Robot and Human Interactive Communication,,,10.1109/ROMAN.2014.6926385,,1012–1017,,,,D2,autonomous mobile 2-steps stairs; chair; confident mode; contextual motion; dynamics; elastic network; Estimation; hidden Markov models; human intention; human-robot interaction; intention trajectory; mobile robot; mobile robots; mood; Motion control; proactive social robot; proxemics; Robot kinematics; suspicious mode; Trajectory; trajectory control; transient trajectory
874,conferencePaper,2001,"Hashimoto, T.",Emotion model in robot assisted activity,Proceedings 2001 IEEE International Symposium on Computational Intelligence in Robotics and Automation (Cat. No.01EX515),,,10.1109/CIRA.2001.1013194,,184–188,,,,D2,aging; Animals; association memory; Control systems; emotion-driven agent; emotion model; fuzzy cognitive maps; Helium; hierarchical knowledge; Humans; knowledge based systems; Knowledge engineering; man-machine systems; mental support; mood; mood congruent effect; psychology; robot assisted activity; robots; software agents
875,journalArticle,2015,"Munk, S.",Gadgets,Engineering Technology,,1750-9637,10.1049/et.2015.0744,,86–87,,7-8,10,D2,
876,conferencePaper,2015,"Verdijk, J. W.; Oldenhof, D.; Krijnen, D.; Broekens, J.",Growing emotions: Using affect to help children understand a plant's needs,2015 International Conference on Affective Computing and Intelligent Interaction (ACII),,,10.1109/ACII.2015.7344566,,160–165,,,,D2,affective communication; affective plant; affective reaction; botany; communicative interface; computer aided instruction; education; Educational institutions; emotion factor; emotion recognition; empathic reasoning enhancement; environment; face; graphically expressed affect; Graphics; homeostasis-based affective system; interactive system; interactive systems; machine affect expression; mood; mood factor; nonaffective communication; Pediatrics; plant; plant environmental needs; plant health state; Positron emission tomography; preschool children; primary school children; user-induced environmental changes
877,conferencePaper,2015,"Díaz-Montilla, C.; Pobil, A. P. del",How important is body language in mood induction procedures with a humanoid robot?,2015 24th IEEE International Symposium on Robot and Human Interactive Communication (RO-MAN),,,10.1109/ROMAN.2015.7333697,,734–739,,,,D2,Emotion Induction; emotion recognition; humanoid robot; humanoid robots; learning (artificial intelligence); Libraries; MIP; mood; mood induction procedure; positive attitude; positive body language; positive induction effect; positive psychology principle; PP; psychology; social learning; speech; therapeutic robotics; Velten method; Velten positive statements
878,conferencePaper,2008,"Fussell, Susan R.; Kiesler, Sara; Setlock, Leslie D.; Yew, Victoria",How People Anthropomorphize Robots,Proceedings of the 3rd ACM/IEEE International Conference on Human Robot Interaction,978-1-60558-017-3,,10.1145/1349822.1349842,http://doi.acm.org/10.1145/1349822.1349842,145–152,,,,D2,Abstracts; anthropomorphism; educational robots; health interview; human interviewer; human-robot interaction; Humans; robot interviewer; Robot sensing systems; social aspects of automation; social context; social robots; Software
879,journalArticle,2017,"Mancini, Maurizio; Biancardi, Beatrice; Pecune, Florian; Varni, Giovanna; Ding, Yu; Pelachaud, Catherine; Volpe, Gualtiero; Camurri, Antonio",Implementing and Evaluating a Laughing Virtual Character,ACM Trans. Internet Technol.,,1533-5399,10.1145/2998571,http://doi.acm.org/10.1145/2998571,3:1–3:22,,1,17,D2,evaluation; HCI; laughter; system; virtual character
880,conferencePaper,2016,"Aminuddin, Raihah; Sharkey, Amanda; Levita, Liat",Interaction With the Paro Robot May Reduce Psychophysiological Stress Responses,The Eleventh ACM/IEEE International Conference on Human Robot Interaction,978-1-4673-8370-7,,,http://dl.acm.org/citation.cfm?id=2906831.2906997,593–594,,,,D2,heart rate; human factors; human-human interaction; human-robot interaction; Medical treatment; mood; negative affect; paro; Paro robot interaction; physiology; Positron emission tomography; psychophysiological stress response reduction; robot; robot-human interaction; robots; stress
881,conferencePaper,2005,"Kozima, H.; Nakagawa, C.; Yasuda, Y.",Interactive robots for communication-care: a case-study in autism therapy,"ROMAN 2005. IEEE International Workshop on Robot and Human Interactive Communication, 2005.",,,10.1109/ROMAN.2005.1513802,,341–346,,,,D2,aging; autism; autism therapy; child development; Cities and towns; cognition; Cognitive robotics; communication-care; Communications technology; creature-like robot; dyadic play; handicapped aids; human robot interaction; intelligent robots; interactive robots; interactive systems; interpersonal communication; Keepon; medical robotics; Medical treatment; mood; playful interaction; social interaction; social sciences computing
882,conferencePaper,2012,"Kawaguchi, Y.; Wada, K.; Okamoto, M.; Tsujii, T.; Shibata, T.; Sakatani, K.",Investigation of brain activity after interaction with seal robot measured by fNIRS,2012 IEEE RO-MAN: The 21st IEEE International Symposium on Robot and Human Interactive Communication,,,10.1109/ROMAN.2012.6343812,,571–576,,,,D2,brain; brain activity investigation; emotion recognition; FNIRs; functional near-infrared spectroscopy; happy emotion processing; human-robot interaction; human-seal robot interaction; infrared spectra; left-side frontal areas; medical robotics; mood; motor cortex area; neurophysiology; PARO OFF; PARO ON; PARO switched off task; PARO switched on task; physiology; planning function; positive emotional gesture expression; resting periods; robots; Seals; Switches; touch (physiological); voluntary movement
883,conferencePaper,2016,"Hebesberger, Denise; Dondrup, Christian; Koertner, Tobias; Gisinger, Christoph; Pripfl, Juergen",Lessons Learned from the Deployment of a Long-term Autonomous Robot As Companion in Physical Therapy for Older Adults with Dementia: A Mixed Methods Study,The Eleventh ACM/IEEE International Conference on Human Robot Interaction,978-1-4673-8370-7,,,http://dl.acm.org/citation.cfm?id=2906831.2906838,27–34,,,,D2,acoustic stimulation; care; companion; dementia; eldercare sector; Entertainment industry; geriatrics; human-robot interaction; Legged locomotion; long-term autonomous robot; long-term autonomous robot deployment; medical robotics; Medical treatment; mixed method design; mobile robots; navigation; Observers; older adults with dementia; patient treatment; physical therapy; real-world deployment; user requirements; visual stimulation; walking group assistant
884,conferencePaper,2009,"Wada, K.; Shibata, T.; Kawaguchi, Y.",Long-term robot therapy in a health service facility for the aged - A case study for 5 years -,2009 IEEE International Conference on Rehabilitation Robotics,,,10.1109/ICORR.2009.5209495,,930–933,,,,D2,aging; Animals; elderly people; geriatrics; health service facility; human-robot interaction; human robot interaction; long-term robot therapy; medical robotics; Medical treatment; mood; paro; Pediatrics; person's mood evaluation; Rehabilitation robotics; Robot sensing systems; Seals; senior citizens; therapeutic seal robots
885,conferencePaper,2014,"Wang, D.; Tan, A. H.",Mobile humanoid agent with mood awareness for elderly care,2014 International Joint Conference on Neural Networks (IJCNN),,,10.1109/IJCNN.2014.6889916,,1549–1556,,,,D2,active appearance model; activity-affect associations; assisted living; computational modeling; elderly care; elderly mood awareness modeling; emotion recognition; geriatrics; gerontology; human activities; human emotion recognition; humanoid robots; mobile humanoid agent; mobile robots; mood; nonintrusive sensors; psychology; recognizable daily activities; senior citizens; sensors; service robots; smartphone platform; smart phones; touchpad stroke pattern signals; training; Vectors
886,conferencePaper,2015,"Omori, T.; Shimotomai, T.; Abe, K.; Nagai, T.",Model of strategic behavior for interaction that guide others internal state,2015 24th IEEE International Symposium on Robot and Human Interactive Communication (RO-MAN),,,10.1109/ROMAN.2015.7333593,,101–105,,,,D2,communication; Estimation; games; human-robot interaction; human robot interaction; Indexes; internal state; Robot sensing systems; Strain; strategic behavior; stress
887,conferencePaper,2010,"Dybala, Pawel; Ptaszynski, Michal; Rzepka, Rafal; Araki, Kenji",Multi-humoroid: Joking System That Reacts with Humor to Humans' Bad Moods,Proceedings of the 9th International Conference on Autonomous Agents and Multiagent Systems: Volume 1 - Volume 1,978-0-9826571-1-9,,,http://dl.acm.org/citation.cfm?id=1838206.1838418,1433–1434,,,,D2,Conversational agents; description: experimental; focus: agent-human interaction; inspiration: artificial intelligence; NLP; other: humor processing
888,conferencePaper,2010,"Hanser, Eva; Kevitt, Paul Mc; Lunney, Tom; Condell, Joan",NewsViz: Emotional Visualization of News Stories,Proceedings of the NAACL HLT 2010 Workshop on Computational Approaches to Analysis and Generation of Emotion in Text,,,,http://dl.acm.org/citation.cfm?id=1860631.1860646,125–130,,,,D2,
889,conferencePaper,2003,"Wada, K.; Shibata, T.; Saito, T.; Tanie, K.",Psychological and social effects of robot assisted activity to elderly people who stay at a health service facility for the aged,2003 IEEE International Conference on Robotics and Automation (Cat. No.03CH37422),,,10.1109/ROBOT.2003.1242211,,3996–4001 vol.3,,,3,D2,aging; Animals; cat robot; elder people; face scales; geriatrics; health care; health service facility; human-robot interaction; Humans; intelligent robots; man-machine systems; Medical services; Medical treatment; mental commit robots; mood; mood states; physical interaction; physiological effects; psychological effects; psychology; robot assisted activity; robots; seal robot; Seals; senior citizens; social effects
890,conferencePaper,2003,"Wada, K.; Shibata, T.; Saito, T.; Tanie, K.","Psychological, physiological and social effects to elderly people by robot assisted activity at a health service facility for the aged",Proceedings 2003 IEEE/ASME International Conference on Advanced Intelligent Mechatronics (AIM 2003),,,10.1109/AIM.2003.1225107,,272–277 vol.1,,,1,D2,aging; Animals; elderly people; face scales; geriatrics; health care; health service facility; Humans; intelligent robots; medical robotics; Medical services; Medical treatment; mental commit robots; patient care; physical interaction; physiological effect; physiology; psychological effect; psychology; Rehabilitation robotics; seal robot; Seals; senior citizens; social effect
891,conferencePaper,2001,"Mitsui, T.; Shibata, T.; Wada, K.; Touda, A.; Tanie, K.",Psychophysiological effects by interaction with mental commit robot,Proceedings 2001 IEEE/RSJ International Conference on Intelligent Robots and Systems. Expanding the Societal Role of Robotics in the the Next Millennium (Cat. No.01CH37180),,,10.1109/IROS.2001.976330,,1189–1194 vol.2,,,2,D2,Animals; autonomic nervous system; Biomedical measurement; electrocardiogram; Electrodermal Response; enjoyment; human robot interaction; intelligent robots; Manufacturing automation; Mental Commit Robot; Metals industry; mood; mood state; performance evaluation; physical interaction; physiological measurements; psychology; psychophysiological effects; relaxation; respiration rate; Robotics and automation; robots; service robots; subjective evaluation; subjective evaluations; subjective interpretation
892,conferencePaper,2005,"Wada, K.; Shibata, T.; Sakamoto, K.; Tanie, K.",Quantitative analysis of utterance of elderly people in long-term robot assisted activity,"ROMAN 2005. IEEE International Workshop on Robot and Human Interactive Communication, 2005.",,,10.1109/ROMAN.2005.1513790,,267–272,,,,D2,Animals; elderly people utterance; geriatrics; handicapped aids; health service facility; Hospitals; human robot interaction; Human-robot interactions; long-term robot assisted activity; man-machine systems; medical robotics; Medical services; Medical treatment; mood; paro; Pediatrics; quantitative analysis; Seals; senior citizens; service robots; therapeutic seal robots
893,conferencePaper,2003,"Wada, K.; Shibata, T.; Saito, T.; Tanie, K.",Relationship between familiarity with mental commit robot and psychological effects to elderly people by robot assisted activity,Proceedings 2003 IEEE International Symposium on Computational Intelligence in Robotics and Automation. Computational Intelligence in Robotics and Automation for the New Millennium (Cat. No.03EX694),,,10.1109/CIRA.2003.1222073,,113–118 vol.1,,,1,D2,aging; Animals; elderly people; emotion recognition; familiarity with mental commit robot; geriatrics; health service facility; Hospitals; human robot interaction; intelligent robots; man-machine systems; medical robotics; Medical services; Medical treatment; physical interaction; physiological; psychological effects; psychology; robot assisted activity; seal robot; Seals; senior citizens; social aspects of automation; social effects
894,conferencePaper,2002,"Wada, K.; Shibata, T.; Saito, T.; Tanie, K.",Robot assisted activity for elderly people and nurses at a day service center,Proceedings 2002 IEEE International Conference on Robotics and Automation (Cat. No.02CH37292),,,10.1109/ROBOT.2002.1014742,,1416–1421 vol.2,,,2,D2,Animals; burnout scale; cat; day service center; elderly institutions; elderly people; face scales; geriatrics; Hospitals; Humans; intelligent robots; Medical services; Medical treatment; mental commit robots; mental poverty; mood; nurses; nursing staff; Pediatrics; physical interaction; physiological effects; psychological effects; psychology; real animals; robot assisted activity; robots; seal; Seals; senior citizens; social effects; stress
895,conferencePaper,2003,"Kazuyoshi, W.; Shibata, T.; Saito, T.; Tanie, K.",Robot assisted activity to elderly at a health service facility for the aged,"First International IEEE EMBS Conference on Neural Engineering, 2003. Conference Proceedings.",,,10.1109/CNE.2003.1196863,,470–473,,,,D2,aging; Animals; elderly people; geriatrics; handicapped aids; health service facility; human computer interaction; human robot interaction; intelligent robots; Medical treatment; mental commit robots; mood; physical interaction; profile of mood states; psychological effects; psychology; questionnaires; real animals; robot assisted activity; robots; Robot sensing systems; seal robot; Seals; senior citizens; social aspects of automation; social effects; therapy
896,journalArticle,2013,"Han, M. J.; Lin, C. H.; Song, K. T.",Robotic Emotional Expression Generation Based on Mood Transition and Personality Model,IEEE Transactions on Cybernetics,,2168-2267,10.1109/TSMCB.2012.2228851,,1290–1303,,4,43,D2,0; 2-D emotional model; artificial face simulator; autonomous emotional interaction; big five personality traits; continuous facial expression; emotional model; emotion recognition; face; facial expression generation; facial expression recognition; five factor model; humanlike appearance; human-robot interaction; Humans; intelligent robots; mood; mood state transition scheme; Prototypes; psychologists; robotic behavior fusion; robotic emotional behavior fusion; robotic emotional expression generation; robotic emotional interactions; robotic emotional states; robotic mood state transition; robotic responses; Robot kinematics; robot mood transition design; robot personality; sensor fusion; user emotional expression
897,conferencePaper,2013,"Gallego-Perez, J.; Lohse, M.; Evers, V.",Robots to motivate elderly people: Present and future challenges,2013 IEEE RO-MAN,,,10.1109/ROMAN.2013.6628392,,685–690,,,,D2,aging; Atmospheric measurements; elderly care; handicapped aids; medical robotics; mood; motivate elderly people; psychological determinants; psychological support; psychotherapeutic robots; robots; senior citizens
898,conferencePaper,2008,"Kwoka, M.; Johnson, J.; Houayek, H.; Dunlap, I.; Walker, I. D.; Green, K. E.",The AWE wall: A smart reconfigurable robotic surface,2008 IET 4th International Conference on Intelligent Environments,,,10.1049/cp:20081103,,1–8,,,,D2,animated work environment; animation; control engineering computing; embedded IT; human-robotic interaction; intelligent environments; Motion control; motion planning; multiple folding panel structure; path planning; robotics; robots; robot wall surface; smart reconfigurable robotic surface
899,conferencePaper,2012,"Rea, Daniel J.; Young, James E.; Irani, Pourang",The Roomba Mood Ring: An Ambient-display Robot,Proceedings of the Seventh Annual ACM/IEEE International Conference on Human-Robot Interaction,978-1-4503-1063-5,,10.1145/2157689.2157763,http://doi.acm.org/10.1145/2157689.2157763,217–218,,,,D2,ambient display robot; ambient displays; color; colour displays; Computer science; Educational institutions; group-robot interaction; human-robot interaction; Image color analysis; iRobot Roomba augmention; mobile device; mobile robots; mood; multicolor halo; multi-robot systems; people robot interaction; Prototypes; robots; Roomba mood ring; sociable robotics; Web interface; Web services
900,conferencePaper,2004,"Kimura, R.; Abe, N.; Matsumura, N.; Horiguchi, A.; Sasaki, T.; Negishi, T.; Ohkubo, E.; Naganuma, M.",Trial of robot assisted activity using robotic pets in children hospital,SICE 2004 Annual Conference,,,,,475–480 vol. 1,,,1,D2,AIBO; child inpatient; children hospital; DV-cam observation; human computer interaction; human-robotic interaction; intelligent robots; medical computing; medical robotics; patient treatment; pet-type-robot; quality of life improvement; RAA; robot assisted activity; robotic pet; robot therapy
901,conferencePaper,2011,"Dimas, Joana; Pereira, Gonçalo; Santos, Pedro A.; Prada, Rui; Paiva, Ana","""I'M Happy if You Are Happy."": A Model for Emotional Contagion in Game Characters",Proceedings of the 8th International Conference on Advances in Computer Entertainment Technology,978-1-4503-0827-4,,10.1145/2071423.2071426,http://doi.acm.org/10.1145/2071423.2071426,2:1–2:7,,,,D3,affective computing; computational model; emotional contagion
902,conferencePaper,2015,"Heudin, Jean-Claude",A Bio-inspired Emotion Engine in the Living Mona Lisa,Proceedings of the 2015 Virtual Reality International Conference,978-1-4503-3313-9,,10.1145/2806173.2806181,http://doi.acm.org/10.1145/2806173.2806181,8:1–8:4,,,,D3,affect; Artificial creature; deep neural network; emotion; mood
903,conferencePaper,2013,"Boukricha, H.; Wachsmuth, I.; Carminati, M. N.; Knoeferle, P.",A Computational Model of Empathy: Empirical Evaluation,2013 Humaine Association Conference on Affective Computing and Intelligent Interaction,,,10.1109/ACII.2013.7,,1–6,,,,D3,artificial agents; behavioural sciences computing; computational empathy model; computational modeling; context modeling; conversational agent scenario; Degrees of Empathy; Emotional States; empathic behavior; Empathic Virtual Humans; Empirical Evaluation; Modulation; mood; multi-agent systems; neuropsychological evidence; psychological empathy models; psychology; social relationships; speech; Standards; videos; virtual human
904,conferencePaper,2010,"Orozco, H.; Ramos, F.; Ramos, M.; Thalmann, D.",A Fuzzy Model to Update the Affective State of Virtual Humans: An Approach Based on Personality,2010 International Conference on Cyberworlds,,,10.1109/CW.2010.40,,406–413,,,,D3,Adaptation model; affective state; behavioural sciences computing; computational modeling; fuzzy mechanism; fuzzy model; fuzzy set theory; history; Humans; Minnesota multiphasic personality inventory; MMPI; mood; Oceans; personality; personality based approach; virtual human; virtual humans; virtual reality
905,conferencePaper,2002,"Kshirsagar, Sumedha",A Multilayer Personality Model,Proceedings of the 2Nd International Symposium on Smart Graphics,978-1-58113-555-8,,10.1145/569005.569021,http://doi.acm.org/10.1145/569005.569021,107–115,,,,D3,Bayesian belief network; facial animation; five factor model; personality modeling; virtual humans
906,conferencePaper,2010,"Li, Haifang; He, Haipeng; Chen, Junjie",A new layered model of affect,"2010 2nd International Asia Conference on Informatics in Control, Automation and Robotics (CAR 2010)",,,10.1109/CAR.2010.5456851,,261–264,,,1,D3,affective modeling; Asia; Atherosclerosis; emotion space; Equations; human computer interaction; Human-Computer Interaction; human robot interaction; Informatics; mapping relationship; mapping relationships; mood; mood space; new layered model; Orbital robotics; psychology; robot affective modeling; Robotics and automation; robots; Space technology; update equation
